alph1,alph2,alph3,bp,bf,gamma1,gamma2,lambda1,lambda2,valor_opt,Metodo,AIC,Indice Verosimilitud,nest_est,nest1,nest2,nest3,nest4,alph1_0,alph2_0,alph3_0,bp_0,bf_0,gamma1_0,gamma2_0,alph1_SE,alph2_SE,alph3_SE,bp_SE,bf_SE,gamma1_SE,gamma2_SE,ee_lambda1,ee_lambda2
0.7482603253839575,0.3381452181792462,-3.2788129532557937,-20.233209890832764,0.23430150903755662,0.1637996704581596,,0.540858604279535,1.0,-2665.568694834533,Powell,5343.137389669066,0.2869170942924987,"(3,1)",1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.29891245379568526,0.13632454716212533,0.1535572218705557,8.1790226286928,0.13670203508025996,0.8838368517166814,,0.21948371311247614,
1.3230115263328817,0.577417609150163,-2.9323459205141447,-35.21841983713645,0.4935452585637362,2.712551770613088,,0.9377632449497374,1.0,-2658.5474791719585,Powell,5329.094958343917,0.17984494003981966,"(3,1)",1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.1512602031730978,0.14584146415346433,0.3914433583862533,3.6201502277246695,0.11644867163597983,2.4748408085360145,,0.14443997894765734,
1.3600912781568992,0.634247919808874,-3.0589183181784394,-36.68193760607124,0.49402762988364785,3.682484097618656,,0.9754571125132376,1.0,-2659.067796083508,Powell,5330.135592167016,0.19922507172282078,"(3,1)",2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.09591252273756701,0.056025592690705166,0.15935828830717105,2.406451918193214,0.1190687191587178,1.1949731598327251,,0.02860829575394503,
1.3749880174479234,0.8351356272512572,-1.662817589743799,-26.518315725655118,0.3755829778494888,0.594030954561164,,0.644289498414542,1.0,-2653.769464341831,Powell,5319.538928683662,0.2359571207543788,"(3,1)",1,1,1,2,1.38,0.83,-1.65,-26.58,0.37,0.59,,0.07182838071900724,0.0754791787925582,0.435006543319416,3.874207267287179,0.10002218519283652,0.44192830770115576,,0.10128136848628835,
1.2392998632083665,0.5728014714878433,-3.1240585950706063,-33.41672059014698,0.44290173358735874,2.249423417218508,,0.9046007886501664,1.0,-2659.6756195722146,Powell,5331.351239144429,0.2884935876088218,"(3,1)",1,1,2,1,1.38,0.83,-1.65,-26.58,0.37,0.59,,0.1546432965301283,0.08062434773450597,0.14486849056300552,4.185072873824703,0.12496306690726627,1.1965466092408357,,0.10325982077568574,
1.1432215582060279,0.4072347403020477,-2.47697955078034,-31.402920679798513,0.4681865752224251,1.2210730564012027,,0.7722523322901559,1.0,-2659.879898866048,Powell,5331.759797732096,0.17943389199096615,"(3,1)",1,2,1,1,1.38,0.83,-1.65,-26.58,0.37,0.59,,0.11546597757847124,0.09853557122675806,0.26610204466118825,3.0460667936886248,0.1049568282379882,0.514934555669335,,0.09056600353304695,
1.3673711062671927,0.6310628593016819,-3.038138429922176,-37.03528513206149,0.4750835831355772,3.4817631054562503,,0.9701643963865614,1.0,-2659.145475663699,Powell,5330.290951327398,0.19920167861477445,"(3,1)",2,1,1,1,1.38,0.83,-1.65,-26.58,0.37,0.59,,0.09843666256418825,0.056518484693787584,0.1616192387030307,2.4236059140201336,0.11896785578488124,1.112515834964643,,0.03220226076216208,
1.131296784973807,0.40558658810998927,-2.3315632414152763,-32.43624944815119,0.5687383847948175,0.8560548042022179,,0.7018357313908926,1.0,-2664.168361002933,TNC,5340.336722005866,0.17811091245098454,"(3,1)",1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.09774817112857427,0.0742389552258561,0.193471212246753,2.7800078471651815,0.10221250005656637,0.2834608173778148,,0.059317673243752436,
1.3813599193637998,0.8397296679889262,-1.6554298830560576,-26.551355048018518,0.3742010741730946,0.5870418888851932,,0.6426861301762025,1.0,-2653.7646303600977,TNC,5319.529260720195,0.2359585124989788,"(3,1)",1,1,1,2,1.38,0.83,-1.65,-26.58,0.37,0.59,,0.0720117340530197,0.07527836783894441,0.43363061224273436,3.8817873641909917,0.09979011567161586,0.43858296211604586,,0.10071648450573516,
0.9645281069103566,0.45678663056529767,-3.113714233600982,-25.09785255884554,0.40221208451116947,0.9132440909062794,,0.7136635451199738,1.0,-2663.1815757677873,TNC,5338.363151535575,0.2875556874016102,"(3,1)",1,1,2,1,1.38,0.83,-1.65,-26.58,0.37,0.59,,0.25718851170919943,0.1306392534705151,0.16338238808631936,6.493950541058506,0.17303167393267196,0.9604465246871675,,0.19626522028472076,
1.102019230025161,0.37987220962280493,-2.2234108492985687,-29.717455179213975,0.5036883446302103,0.8576301728974984,,0.7021652918694606,1.0,-2661.7646542688094,TNC,5335.529308537619,0.1788524497965075,"(3,1)",1,2,1,1,1.38,0.83,-1.65,-26.58,0.37,0.59,,0.10966192661808029,0.08940100799565776,0.21580737956321544,2.8343626609975114,0.10097473658188309,0.35563725769919147,,0.07437413333047285,
0.9092451373281275,0.4445399644663101,-2.3799074090171066,-30.67520038061004,0.49851469895905764,0.9505416159300142,,0.7212240883158835,1.0,-2668.5869792941426,TNC,5349.173958588285,0.19635838165046504,"(3,1)",2,1,1,1,1.38,0.83,-1.65,-26.58,0.37,0.59,,0.11763294631744538,0.05088797847020045,0.18987719512425236,2.353162799488113,0.10780628871838437,0.2949288933114503,,0.05929837460701323,
1.3084058498012106,0.7343623895409946,-1.9296099519108687,-28.195899441842364,0.3870835859036228,0.8551710833485745,0.10107810684528121,0.7016507689202709,0.5252480342287752,-2654.0983981494564,trust-constr,5322.196796298913,0.2121286837363041,"(2,2)",1,1,2,2,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.07906195644622184,0.06978009868163043,0.316365599491447,3.7797238421237367,0.10208940259260887,0.5072277843217772,0.48185519455548254,0.10618152614782951,0.12015663366899221
1.3812610320557341,0.6423063952313965,-2.8470992787520184,-36.50922828023459,0.49152498504162984,2.215672656297198,35.30639468734261,0.9016481185163062,0.9999999999999996,-2658.396633180259,trust-constr,5330.793266360518,0.21085274909360574,"(2,2)",1,2,1,2,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.08836023340930521,0.05449797752838566,0.41332263064832714,2.574759125523103,0.1180819869732855,1.800025130645443,1960474.0395937997,0.15962404856136223,9.09889612752744e-10
1.2704377184248825,0.5967302741406517,-1.9551089729686533,-33.755283555760435,0.4404342829845746,2.401161252169994,0.24406399993467576,0.9169158119374896,0.5607149138041643,-2652.8512628377466,trust-constr,5319.702525675493,0.2124988968905266,"(2,2)",1,2,2,1,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.12802145052828534,0.11963202383006642,0.2440277669781217,3.1106719044849713,0.107771756513708,1.6462657797469076,0.3389810220246979,0.12541451209679036,0.08349566950765346
1.3084177858454384,0.7343552862350804,-1.9296324208958375,-28.19646743005533,0.3870805958901239,0.8552011155771894,0.10110190724907354,0.7016570557378596,0.5252539691542741,-2654.0983981884565,L-BFGS-B,5322.196796376913,0.21212868372472693,"(2,2)",1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07906322529065761,0.06977933681807659,0.3163606495351578,3.7796945284889034,0.10208877480212765,0.5072168860029522,0.4818542498301346,0.1061779586668757,0.12015625366581541
1.3810087104002486,0.641953593178978,-2.84396582789396,-36.51729648154022,0.49108092190814917,2.196141697895808,7.347873654284854,0.8999024986269978,0.9993564542302656,-2658.416825669201,L-BFGS-B,5330.833651338402,0.2108467549364741,"(2,2)",1,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08854009977832634,0.05453190976544722,0.4082509054863657,2.5717645162044565,0.11803297260597877,1.7476151871673937,7.050407665537739,0.15742166613551326,0.004534340093562592
1.2704418508388853,0.5967277272325945,-1.955120938271062,-33.75544580414674,0.4404285894754668,2.4011562561614426,0.24407613699662772,0.9169154313347414,0.5607179033265884,-2652.851262843801,L-BFGS-B,5319.702525687602,0.21249889688872925,"(2,2)",1,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1280236347247426,0.11963416157039047,0.24402999321942986,3.1107243406963487,0.10777177414514176,1.6462974742565557,0.3389870713258476,0.1254174490891868,0.08349703647223286
1.308240067992755,0.7342203425042986,-1.929728633301863,-28.196560925962523,0.38713707072240033,0.8560993388616069,0.10127301233611256,0.7018450507340475,0.525296636117076,-2654.0984042035734,L-BFGS-B,5322.196808407147,0.21212868193913448,"(2,2)",1,1,2,2,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.07906078839454767,0.06982029602725599,0.3164944187461803,3.781378340587319,0.10211410932017322,0.5079833136287373,0.4820186579098868,0.10629986458475763,0.12019621119486502
1.2703894558658535,0.5966346160165036,-1.955128009983843,-33.75370645881618,0.44048022911056595,2.399810268744734,0.24394922956741488,0.9168128344051394,0.5606866440934808,-2652.85126386815,L-BFGS-B,5319.7025277363,0.2124988965846505,"(2,2)",1,2,2,1,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.12800442250864993,0.11960184882104596,0.24401134465361055,3.1103044322226987,0.10776829632783896,1.6438340186295133,0.33892715815444147,0.12537038949623275,0.08348356529208813
1.3084054051255474,0.7343586261909252,-1.9296204398873333,-28.19604866566693,0.38708492122101296,0.8551903002724162,0.10108972201673286,0.7016547917172417,0.5252509306165438,-2654.098398150623,Nelder-Mead,5322.196796301246,0.21212868373595783,"(2,2)",1,1,2,2,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.07906215233858212,0.06978015252748124,0.31636620659009435,3.7797197818746917,0.10208959310519178,0.5072315948613051,0.4818573871532289,0.10618150089376657,0.120157109942058
1.3812614606710714,0.6423062314632149,-2.847100858807784,-36.50924998389446,0.4915249331967619,2.215675021265716,28.25716725994915,0.9016483282386509,0.9999999999994653,-2658.396633180255,Nelder-Mead,5330.79326636051,0.21085274909360696,"(2,2)",1,2,1,2,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.08836023397786169,0.05449797583187542,0.41331963680112166,2.574756536047267,0.11808199777528824,1.8000135226506528,232848.9846223277,0.15962271593157884,1.2449231221808067e-07
1.2704381255327257,0.5967307371549269,-1.9551146807692503,-33.755282096996424,0.44043637043559425,2.401170822458483,0.24407633322857675,0.9169165410106971,0.560717951661134,-2652.8512628387684,Nelder-Mead,5319.702525677537,0.21249889689022328,"(2,2)",1,2,2,1,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.12802169850161033,0.11963235356607667,0.24403013824482814,3.110674922231744,0.10777195258528811,1.646284338781451,0.3389863838364697,0.12541492512929586,0.08349686514473416
1.31166029891404,0.773815474929472,-2.096812892021211,-27.45262404275232,0.39074453164750134,0.6498733647928263,0.4403277417821796,0.656981925151598,0.6083371222810933,-2655.0822436955596,TNC,5324.164487391119,0.2118366283679165,"(2,2)",1,1,2,2,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.0801419201906839,0.06234932084305068,0.4349668263424465,3.4466290462745137,0.10012700395163444,0.3828641812559829,0.7662150954283363,0.08628099893171415,0.18256075933551655
0.9353871309791322,0.5443122869425586,-2.065018647201313,-26.027678431000393,0.4490014722278926,0.5720523566762198,1.2954984853924043,0.6392366107444575,0.7850764107387576,-2673.223957134076,TNC,5360.447914268152,0.2064512456496086,"(2,2)",1,2,1,2,1.38,0.83,-1.65,-26.58,0.37,0.59,1.0,0.11309207553394429,0.06122617873019499,0.30778768884539937,2.324538308839858,0.10321495278494093,0.5155728225005569,0.35618333316919015,0.11889788101816448,0.06009932672399395
1.3877536569655509,0.6435049954943401,-3.08611535611831,-37.05793400377263,0.4874137159081413,,,,,-2658.5566975051297,trust-constr,5327.113395010259,0.21080523386568095,Logit condicional,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.08804946432086067,0.05448054763758696,0.14491102255880858,2.399461620017189,0.11992117997571326,,,,
1.3877533728215152,0.6435048955176211,-3.0861151698612623,-37.05792697277743,0.48741349539975587,,,,,-2658.5566975051343,trust-constr,5327.1133950102685,0.21080523386567962,Logit condicional,0,0,0,0,1.38,0.83,-1.65,-26.58,0.37,,,0.08804945762405748,0.054480546238488296,0.14491101599933678,2.3994613979506116,0.11992117764597968,,,,
1.3877164938576503,0.6434884717434496,-3.086089435544318,-37.05710068133916,0.4874320378406696,,,,,-2658.5566976169976,L-BFGS-B,5327.113395233995,0.21080523383247296,Logit condicional,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.08804860927050902,0.05448038393801416,0.14490988915880326,2.3994342924508665,0.1199206853736194,,,,
1.387749584457123,0.6435035702717222,-3.086117473767374,-37.05782816819344,0.48741452173191735,,,,,-2658.5566975069814,L-BFGS-B,5327.113395013963,0.21080523386513128,Logit condicional,0,0,0,0,1.38,0.83,-1.65,-26.58,0.37,,,0.08804936829331188,0.05448052774662304,0.1449111647775826,2.3994585288634864,0.11992115030323927,,,,
1.555855182029012,0.6643090350931726,-3.0600333158994344,-38.43898661591993,0.43865032701913864,,,,,-2662.13122843631,Nelder-Mead,5334.26245687262,0.20974413138668557,Logit condicional,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.09057113620075284,0.05568726262277741,0.14560498044593975,2.4663855346291177,0.12075556528248206,,,,
1.387755265543067,0.6435065041428412,-3.0861157654174187,-37.05793929561264,0.48741508706863634,,,,,-2658.556697505738,Nelder-Mead,5327.113395011476,0.21080523386550032,Logit condicional,0,0,0,0,1.38,0.83,-1.65,-26.58,0.37,,,0.08804948593970313,0.05448056316192006,0.14491109856348688,2.39946197501934,0.11992119050036852,,,,
1.4145664124654873,0.6656189089167308,-3.0651219068570046,-37.37947713371192,0.48631773702373676,,,,,-2658.656436703056,Powell,5327.312873406112,0.21077562620184753,Logit condicional,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0885095594021882,0.05470350247250652,0.14445419761314643,2.4097514565897917,0.12009384263033433,,,,
1.4067847758868797,0.6562205616465128,-3.084830990441463,-37.4139625601406,0.4898595348580403,,,,,-2658.5942383005013,Powell,5327.188476601003,0.21079408984936132,Logit condicional,0,0,0,0,1.38,0.83,-1.65,-26.58,0.37,,,0.08844489591532041,0.05460439889548015,0.1449870603285097,2.4106242064514554,0.12008846703482443,,,,
0.4938656238676809,0.6299154319160736,-1.9824140659788485,-0.19393949186053888,0.8190987986378931,,,,,-2821.365584622982,TNC,5652.731169245964,0.16247528035589154,Logit condicional,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.07409952774299863,0.05462061572685141,0.13399009415898044,1.8157076633036553,0.11173522980585017,,,,
1.3694072701664284,0.6587470220505552,-2.9577925865121326,-35.40759774023292,0.48650930576298174,,,,,-2659.060359327543,TNC,5328.120718655086,0.21065572143492362,Logit condicional,0,0,0,0,1.38,0.83,-1.65,-26.58,0.37,,,0.0869638808307555,0.054722497238690104,0.14116797164120037,2.3500129053626666,0.11920280555513746,,,,
