alph1,alph2,alph3,bp,bf,gamma1,gamma2,valor_opt,alph1_0,alph2_0,alph3_0,bp_0,bf_0,gamma1_0,gamma2_0,Metodo,AIC,Indice Verosimilitud,alph1_SE,alph2_SE,alph3_SE,bp_SE,bf_SE,gamma1_SE,gamma2_SE,ee_lambda1,ee_lambda2,nest1,nest2,nest3,nest4,nest_est,lambda1,lambda2
0.2729990504842231,0.3323677608655913,-0.26468549549060744,-0.12483241944583057,0.49969862971357015,0.8275435414844181,-1.3347026726475861,-2810.0646283206333,0.0,0.0,0.0,0.0,0.0,0.0,0,Nelder-Mead,5634.129256641267,0.1658299786305215,0.05113476440666794,,0.15445527354812466,0.22936628608641302,0.06889712426545494,,0.2297044465654115,,0.03789187643711354,1,2,2,1,"(2,2)",0.6958352741997075,0.20838255191871374
1.3084054051255474,0.7343586261909252,-1.9296204398873333,-28.19604866566693,0.38708492122101296,0.8551903002724162,0.10108972201673286,-2654.098398150623,1.38,0.83,-1.65,-26.58,0.37,0.59,1,Nelder-Mead,5322.196796301246,0.21212868373595783,0.07906215233858212,0.06978015252748124,0.31636620659009435,3.7797197818746917,0.10208959310519178,0.5072315948613051,0.4818573871532289,0.10618150089376657,0.120157109942058,1,1,2,2,"(2,2)",0.7016547917172417,0.5252509306165438
1.3812614606710714,0.6423062314632149,-2.847100858807784,-36.50924998389446,0.4915249331967619,2.215675021265716,28.25716725994915,-2658.396633180255,1.38,0.83,-1.65,-26.58,0.37,0.59,1,Nelder-Mead,5330.79326636051,0.21085274909360696,0.08836023397786169,0.05449797583187542,0.41331963680112166,2.574756536047267,0.11808199777528824,1.8000135226506528,232848.9846223277,0.15962271593157884,1.2449231221808067e-07,1,2,1,2,"(2,2)",0.9016483282386509,0.9999999999994653
1.2704381255327257,0.5967307371549269,-1.9551146807692503,-33.755282096996424,0.44043637043559425,2.401170822458483,0.24407633322857675,-2652.8512628387684,1.38,0.83,-1.65,-26.58,0.37,0.59,1,Nelder-Mead,5319.702525677537,0.21249889689022328,0.12802169850161033,0.11963235356607667,0.24403013824482814,3.110674922231744,0.10777195258528811,1.646284338781451,0.3389863838364697,0.12541492512929586,0.08349686514473416,1,2,2,1,"(2,2)",0.9169165410106971,0.560717951661134
0.6496283367720161,0.7156552956376596,-0.9227413878197185,-1.038999085948796,0.47799481870665544,0.24188183951776343,-0.23556430736738027,-2803.723835355504,0.0,0.0,0.0,0.0,0.0,0.0,0,TNC,5621.447670711008,0.16771224829432718,,0.0312073106969175,,0.27392293898787046,0.0597571576794451,,,,,1,1,2,2,"(2,2)",0.5601773467907698,0.4413797452696233
0.01170031682845438,0.33258032119097425,-0.9530660710151706,-0.29912182133110204,0.5893251382022565,-0.4996460464336513,0.5381424374488561,-2813.687991314674,0.0,0.0,0.0,0.0,0.0,0.0,0,TNC,5641.375982629348,0.164754380313064,0.12331856611122312,0.05119707912103805,0.14613043438289397,0.17013661113294623,,,0.3429534354050554,,0.07981872334988989,1,2,1,2,"(2,2)",0.3776238528049198,0.6313801956386653
0.23570578981958315,0.20123201733656151,-1.1265244918154043,-0.14552865897827028,0.6193522338358612,0.19004432124877066,0.0071866242459377935,-2816.8559122075076,0.0,0.0,0.0,0.0,0.0,0.0,0,TNC,5647.711824415015,0.1638139803620312,0.041029889387784624,,,,0.02248178660745475,,,,,1,2,2,1,"(2,2)",0.5473685990310172,0.5017966483287813
1.31166029891404,0.773815474929472,-2.096812892021211,-27.45262404275232,0.39074453164750134,0.6498733647928263,0.4403277417821796,-2655.0822436955596,1.38,0.83,-1.65,-26.58,0.37,0.59,1,TNC,5324.164487391119,0.2118366283679165,0.0801419201906839,0.06234932084305068,0.4349668263424465,3.4466290462745137,0.10012700395163444,0.3828641812559829,0.7662150954283363,0.08628099893171415,0.18256075933551655,1,1,2,2,"(2,2)",0.656981925151598,0.6083371222810933
0.9353871309791322,0.5443122869425586,-2.065018647201313,-26.027678431000393,0.4490014722278926,0.5720523566762198,1.2954984853924043,-2673.223957134076,1.38,0.83,-1.65,-26.58,0.37,0.59,1,TNC,5360.447914268152,0.2064512456496086,0.11309207553394429,0.06122617873019499,0.30778768884539937,2.324538308839858,0.10321495278494093,0.5155728225005569,0.35618333316919015,0.11889788101816448,0.06009932672399395,1,2,1,2,"(2,2)",0.6392366107444575,0.7850764107387576
1.0239449461740586,0.3706551090065767,-2.2690939819802374,-28.431459331136292,0.4071088370638827,0.7963964054021079,0.7223285719320991,-2658.066465052253,1.38,0.83,-1.65,-26.58,0.37,0.59,1,TNC,5330.132930104506,0.21095075977692546,0.08153418846429293,0.07993042747941226,,2.106813333348997,0.0970012023267744,0.3276818399066056,,0.07019016548428607,,1,2,2,1,"(2,2)",0.6892031100618402,0.6731195782384032
